species
Eluma caelata
Pluvialis dominica
Porocyphus coccodes
Festuca trachyphylla
Glyceria maxima
Veronica agrestis
Hydroptila sparsa
Dryopteris cambrensis
Miscanthus floridulus
Cirriphyllum piliferum
Alectoris barbara
Chalcis sispes
Bromus madritensis
Pseudosasa japonica
Platanus orientalis
Sepsis orthocnemis
Pilosella lactucella
Teucrium scorodonia
Symphyotrichum pilosum
Anthophora retusa
Hirundo rustica
Spirodela polyrhiza
Phedimus stoloniferus
Falco subbuteo
Physalis angulata
Carex acuta
Galium saxatile
Cardamine corymbosa
Orthetrum cancellatum
Rodgersia podophylla
Mareca penelope x Anas acuta
Thymus serpyllum
Megarhyssa rixator
Caenis macrura
Themira lucida
Cynoglossum amabile
Persicaria amphibia
Meretrix lyrata
Asplenium ceterach
Artemisia verlotiorum
Pulvinaria hydrangeae
Peripsocus phaeopterus
Himantopus himantopus
Juncus conglomeratus
Cyrnus flavidus
Glyceria notata
Helleborus lividus
Ranunculus ololeucos
Grypotes puncticollis
Oenanthe hispanica
Veronica acinifolia
Tithonia rotundifolia
Nematus pavidus
Descurainia pinnata
Polystichum bicknellii
Geranium wallichianum
Diplolepis rosae
Saxifraga stolonifera
Crataegus macrocarpa
Stelis punctulatissima
Sylvia communis
Thamnophis sirtalis
Pyracantha coccinea
Aythya affinis
Larix marschlinsii
Rhogogaster punctulata
Abies alba
Somateria mollissima
Hydropsyche exocellata
Coelioxys elongata
Callitriche brutia
Cochlearia danica
Sigara nigrolineata
Macropsis cerea
Spergularia marina
Solanum macrocarpon
Crossocerus nigritus
Abia sericea
Chamaeleo calyptratus
Dryas iulia
Alainites muticus
Acanthus mollis
Apolygus limbatus
Andrena hattorfiana
Thyreocoris scarabaeoides
Pilea microphylla
Anas flavirostris
Hyacinthus orientalis
Kosswigianella exigua
Pulvinaria regalis
Ranunculus muricatus
Panopea faujasi
Oligota parva
Lasioglossum morio
Chelon labrosus
Crunoecia irrorata
Taeniatherum caput-medusae
Diplotaxis tenuifolia
Eranthis hyemalis
Tamiasciurus hudsonicus
Echinochloa colona
Schistocerca gregaria
Lanius senator
Myosotis sylvatica
Rumex obovatus
Ctenolepisma longicaudatum
Huperzia selago
Lissotriton vulgaris
Bromus carinatus
Aleuroclava similis
Ostrya carpinifolia
Erysimum repandum
Xanthium orientale
Sthenarus rotermundi
Sitobion avenae
Palaemon macrodactylus
Valerianella carinata
Populus deltoides
Euphrasia nemorosa
Pseudamussium clavatum
Ovatus mentharius
Barbronia weberi
Ichneumon gracilicornis
Lathyrus tuberosus
Carex echinata
Bombus sylvestris
Evagetes dubius
Juncus filiformis
Euscelis incisus
Liocarcinus holsatus
Crepis sancta
Megamelodes quadrimaculatus
Trifolium glomeratum
Coelioxys afra
Chasmias paludator
Graphocephala fennahi
Saponaria ocymoides
Crataegus rhipidophylla
Arctotheca calendula
Dipogon subintermedius
Orchis purpurea
Muscari botryoides
Apera spica-venti
Taurulus bubalis
Circaetus gallicus
Dicyphus pallicornis
Osmerus eperlanus
Mentha carinthiaca
Ectemnius dives
Rubus stereacanthos
Crex crex
Dolichovespula sylvestris
Calidris fuscicollis
Sida rhombifolia
Chrysoperla carnea
Mycteria ibis
Nysius cymoides
Brachytron pratense
Isolepis fluitans
Anthocharis cardamines
Somateria spectabilis
Cidaphus alarius
Sibbaldia tridentata
Phasianus versicolor
Chelostoma campanularum
Crinifer zonurus
Liatris spicata
Orius niger
Chlidonias leucopterus
Lepraria jackii
Helianthus tuberosus
Hibiscus syriacus
Tenthredo colon
Tringa ochropus
Anacamptis pyramidalis
Limnephilus griseus
Chlamydatus saltitans
Lupinus polyphyllus
Sisyrinchium angustifolium
Galium album
Glandora diffusa
Alloeotomus germanicus
Carthamus tinctorius
Liparis montagui
Tricholeiochiton fagesii
Coelichneumon bilineatus
Ctenichneumon funereus
Veronica arvensis
Ophion obscuratus
Dicyphus stachydis
Nomada rufipes
Leptoglossus occidentalis
Carpodacus roseus
Araucaria araucana
Aedes geniculatus
Cariblatta lutea
Rubus libertianus
Tachycines asynamorus
Phytocoris dimidiatus
Circaea lutetiana
Linaria repens
Populicerus populi
Viola contempta
Stenopsocus immaculatus
Pseudochorthippus parallelus
Hedychrum gerstaeckeri
Hieracium bauhinii
Porcellio monticola
Leuctra hippopus
Iassus lanio
Stethophyma grossum
Ciliata mustela
Linaria purpurea
Pycnonotus barbatus
Fenusa dohrnii
Trisopterus luscus
Euodice malabarica
Odynerus reniformis
Eolophus roseicapilla
Myocastor coypus
Limosella aquatica
Juncus acutiflorus
Poecilobothrus chrysozygos
Hydroptila vectis
Morus alba
Earinus elator
Branta bernicla
Persicaria nepalensis
Epeoloides coecutiens
Lathyrus odoratus
Falco peregrinus
Bifora testiculata
Lathyrus niger
Veronica chamaedrys
Symmorphus gracilis
Laevicardium crassum
Hieraaetus pennatus
Andricus curvator
Sagittaria latifolia
Eleusine indica
Erigeron speciosus
Pseudofumaria lutea
Orthops campestris
Daboecia cantabrica
Monostegia abdominalis
Armeria pseudarmeria
Tragopogon dubius
Coniopteryx esbenpeterseni
Ectobius vittiventris
Psephotus haematonotus
Otala lactea
Rhodotypos scandens
Leersia oryzoides
Homoeogryllus reticulatus
Muscari aucheri
Matthiola incana
Physarum album
Tulipa hybr
Phleum arenarium
Cucumis sativus
Oenothera lindheimeri
Campanula lactiflora
Prunus mahaleb
Lilium bulbiferum
Phylloscopus coronatus
Lysichiton camtschatcensis
Lasioglossum monstrificum
Elymus oliveri
Conwentzia psociformis
Crepis tectorum
Psyllopsis discrepans
Narcissus poeticus
Rapistrum rugosum
Aphis sambuci
Ensiculus cultellus
Platalea alba
Austrominius modestus
Alectoris rufa
Oenanthe pimpinelloides
Vallisneria spiralis
Brachycyrtus ornatus
Kickxia spuria
Malva multiflora
Troglodytes troglodytes
Pachyprotasis rapae
Linaria incarnata
Chaitophorus leucomelas
Pachysandra terminalis
Argyranthemum frutescens
Pimpinella saxifraga
Branta sandvicensis
Delosperma cooperi
Juncus diffusus
Forcipata forcipata
Tadorna tadorna
Pterocheilus phaleratus
Epipactis purpurata
Psallus albicinctus
Cardamine hirsuta
Herminium monorchis
Salix fruticosa
Ledra aurita
Sturnia sinensis
Rudbeckia hirta
Stephanitis takeyai
Osmia uncinata
Lasioglossum calceatum
Hylaeus signatus
Gyps fulvus
Coelichneumon leucocerus
Ficopomatus enigmaticus
Sturnus vulgaris
Tuponia mixticolor
Cyperus alternifolius
Pristiphora testacea
Decticus verrucivorus
Scyliorhinus canicula
Portulaca granulatostellulata
Echinopsis albispinosa
Crepis vesicaria
Brachythecium rivulare
Dendrocygna arcuata
Ornithogalum umbellatum
Falco tinnunculus
Aprostocetus aethiops
Limnobium laevigatum
Dolerus niger
Thesium humifusum
Pentaglottis sempervirens
Cancer pagurus
Ensis leei
Eupteryx atropunctata
Chenopodium desiccatum
Mergus merganser
Andrena fulvida
Macrophya sanguinolenta
Lemna gibba
Colias hyale
Phoenicopterus chilensis
Erodium cicutarium
Salvia splendens
Arum italicum
Ajuga reptans
Campylomma verbasci
Horvathiolus superbus
Semiarundinaria fastuosa
Rumex confertus
Arctium nemorosum
Parthenocissus vitacea
Galium uliginosum
Atrina fragilis
Culicoides dewulfi
Oncorhynchus mykiss
Pinicola enucleator
Uroleucon obscurum
Pristiphora appendiculata
Spiraea nipponica
Dryopteris cristata
Quercus pubescens
Solea solea
Megastomia conoidea
Berberis julianae
Anas poecilorhyncha
Papilio machaon
Rubus nessensis
Alcima orbitale
Aphodius fimetarius
Melilotus albus
Hylaeus paulus
Lota lota
Polystichum aculeatum
Medicago minima
Rhadinoceraea micans
Amelanchier spicata
Vanellus vanellus
Impatientinum asiaticum
Chelostoma distinctum
Zygina angusta
Balanus glandula
Dineura stilata
Euphorbia verrucosa
Wesmaelius concinnus
Actitis hypoleucos
Scolobates auriculatus
Dichondra micrantha
Pseudomalus violaceus
Lasioglossum sexstrigatum
Valenzuela gynapterus
Cardamine graeca
Orthotylus concolor
Eragrostis virescens
Falco cherrug
Larus glaucoides
Pyrrhula pyrrhula
Stachys annua
Rumex pratensis
Tenthredopsis sordida
Rubus calyculatus
Callicorixa praeusta
Trivia monacha
Ulmus minor
Aphis solanella
Aoplus ochropis
Pieris rapae
Anopheles maculipennis
Potentilla intermedia
Cynara cardunculus
Cerastium tomentosum
Placobdella ornata
Admete viridula
Hylaeus rinki
Ichthyosaura alpestris
Salix fragilis x triandra
Carpodacus erythrinus
Cymus melanocephalus
Tagetes minuta
Centaurea solstitialis
Malva clementii
Pamphilius varius
Ocimum gratissimum
Glaucium flavum
Quercus pyrenaica
Trifolium diffusum
Tellina praetenuis
Sisymbrium altissimum
Coreopsis grandiflora
Plagiognathus chrysanthemi
Prunella collaris
Cryptophilus obliteratus
Conus ventricosus
Physarum auriscalpium
Iris pumila
Setaria helvola
Medicago italica
Lepinotus patruelis
Davidia involucrata
Thrips viminalis
Rudbeckia laciniata
Numenius arquata
Serinus canaria
Maianthemum bifolium
Cochlicella barbara
Koeleria pyramidata
Poa trivialis
Plectrophenax nivalis
Calliergonella cuspidata
Calidris minuta
Silene latifolia
Eremophila alpestris
Carex pilulifera
Verbascum nigrum
Pristiphora monogyniae
Oncotylus punctipes
Eudianthe coeli-rosa
Rubus semicarpinifolius
Loensia variegata
Selandria melanosterna
Hesium domino
Potamophylax nigricornis
Salix udensis
Veronica persica
Necora puber
Berytinus minor
Hieracium murorum
Limosa lapponica
Misopates calycinum
Petasites hybridus
Megachile willughbiella
Lepraria crassissima
Cullen americanum
Agrostis scabra
Inula helenium
Aporus unicolor
Lucinoma borealis
Caenis luctuosa
Erodium lebelii
Semidalis aleyrodiformis
Chrysopa phyllochroma
Ceratophyllum demersum
Larus cachinnans
Reuteria marqueti
Chelon auratus
Doronicum orientale
Veronica pinguifolia
Sinanodonta woodiana
Oena capensis
Cheiracanthium mildei
Aquila pomarina
Allium paradoxum
Calidris canutus
Crossocerus podagricus
Hoplosmia spinulosa
Amaranthus bouchonii
Stelis signata
Viola hirta
Aphis nasturtii
Therion circumflexum
Euura amerinae
Aeolothrips intermedius
Malus sylvestris
Edwardsiana platanicola
Rana arvalis
Sympetrum pedemontanum
Vulpia bromoides
Haliaeetus albicilla
Andricus quercuscalicis
Nabis pseudoferus
Ailanthus altissima
Cerastium arvense
Vulpia fasciculata
Oenothera villosa
Anthocoris nemorum
Cryptoblabes gnidiella
Lithobates catesbeianus
Jasione montana
Anas discors
Cynips quercusfolii
Linaria maroccana
Anaphothrips obscurus
Tadorna cana
Rhopalomyzus lonicerae
Lycogala epidendrum
Mimumesa unicolor
Hepiopelmus melanogaster
Genista tinctoria
Crocidura russula
Macrosteles sexnotatus
Charadrius hiaticula
Epilobium palatinum
Andrena labiata
Anas luzonica
Tenthredo neobesa
Ninox connivens
Hordeum marinum
Xeris spectrum
Potamogeton berchtoldii
Culex hortensis
Milium effusum
Tachysphex unicolor
Pontania brevicornis
Crossocerus cinxius
Myosoton aquaticum
Yersinella raymondii
Atriplex sagittata
Orchis anthropophora
Gypsophila vaccaria
Trifolium retusum
Geocoris megacephalus
Schoenoplectus tabernaemontani
Nomada flavoguttata
Symphyotrichum ciliatum
Elipsocus hyalinus
Picea omorika
Oxalis latifolia
Raniceps raninus
Colletes halophilus
Mentha suavis
Anemone apennina
Fenella nigrita
Miridius quadrivirgatus
Haemorhous mexicanus
Sedum pallidum
Persicaria minor
Brassica oleracea
Phalaropus tricolor
Thinopyrum junceum
Achillea distans
Orthops basalis
Muehlenbeckia complexa
Briza minor
Orthizema hadrocerum
Coelioxys conoidea
Pleuronectes platessa
Cenchrus longispinus
Podiceps auritus
Cucurbita pepo
Sabulina tenuifolia
Rhizomnium punctatum
Salix aurita
Pteronetta hartlaubii
Satyrium ilicis
Labidura riparia
Spisula solida
Acanthis flammea
Apolygus spinolae
Scorzonera laciniata
Stenobothrus lineatus
Botryllus schlosseri
Rhacognathus punctatus
Arachnospila trivialis
Viola lutea
Acrocephalus scirpaceus
Phytocoris populi
Reseda luteola
Euonymus japonicus
Macrophya militaris
Dasyatis pastinaca
Caenis lactea
Osmia leaiana
Cornu aspersum
Obolodiplosis robiniae
Helconidea ruspator
Thermobia domestica
Orthetrum brunneum
Crepis paludosa
Calluna vulgaris
Columba oenas
Nyctereutes procyonoides
Oligonema flavidum
Stipiturus malachurus
Formica clara
Fuscidea pusilla
Marumba quercus
Nigella damascena
Lentinula edodes
Leucospis dorsigera
Carex elongata
Gypsophila paniculata
Cymatia bonsdorffii
Tanacetum vulgare
Cyanoramphus novaezelandiae
Rubus caesius
Rumex hydrolapathum
Cacopsylla ambigua
Anthropoides virgo
Megalothrips bonannii
Veronica polita
Euphrasia stricta
Silene flos-cuculi
Bassia scoparia
Oenothera cambrica
Cratichneumon armillatops
Ciliata septentrionalis
Aphis craccae
Ichneumon oblongus
Cyanistes caeruleus
Epilobium montanum
Oenothera paradoxa
Lactuca macrophylla
Cixius distinguendus
Clerodendrum trichotomum
Polypogon monspeliensis
Rhyacophila fasciata
Bromus squarrosus
Arabidopsis thaliana
Campanula latifolia
Ruppia cirrhosa
Pyrus communis
Syromastus rhombeus
Rhizocarpon distinctum
Natrix tessellata
Euplectes progne
Filipendula palmata
Hibiscus trionum
Vaccinium corymbosum
Perithous scurra
Nabis limbatus
Dinocampus coccinellae
Linaria hirta
Testudo graeca
Achnatherum calamagrostis
Baetis rhodani
Hieracium lachenalii
Corvus albicollis
Juncus maritimus
Ceratothrips ericae
Alopecurus myosuroides
Hyla arborea
Exephanes fulvescens
Tanacetum parthenium
Erythromma najas
Serinus serinus
Arboridia ribauti
Cacopsylla mali
Vaccinium oxycoccos
Stragania apicalis
Chorthippus vagans
Nematus bergmanni
Aradus signaticornis
Amphigerontia bifasciata
Phalaropus fulicarius
Halimium lasianthum
Trioza cerastii
Lampetra fluviatilis
Rubus platyacanthus
Trigonella foenum-graecum
Carya glabra
Parthenocissus tricuspidata
Herniaria hirsuta
Anabolia nervosa
Psallus variabilis
Aythya valisineria
Luzula nivea
Plinthisus brevipennis
Cymbalaria pallida
Osmia caerulescens
Bucculatrix ainsliella
Sphecodes miniatus
Melitaea diamina
Allantus viennensis
Cottus gobio
Aedes punctor
Haematoloma dorsata
Allantus calceatus
Nassa consociata
Oncopsis alni
Ephedra gerardiana
Callirhytis bella
Sphecodes monilicornis
Rosa gallica
Valenzuela burmeisteri
Schoenoplectiella bucharica
Nemopoda nitidula
Deraeocoris annulipes
Rubus psilander
Lasius sabularum
Culicoides jumineri
Rosa pendulina
Viola cornuta
Lasioglossum leucozonium
Orobanche rapum-genistae
Epilobium palustre
Acorus calamus
Epiphyas postvittana
Synurella ambulans
Calopteryx virgo
Celastrina argiolus
Cisticola juncidis
Trigonaspis megaptera
Geranium palustre
Carex muskingumensis
Hylaeus punctulatissimus
Orius minutus
Yucca flaccida
Calliteara pudibunda
Capsodes gothicus
Filago pyramidata
Polymerus unifasciatus
Euphorbia helioscopia
Quiscalus major
Mentha verticillata
Coelichneumon cyaniventris
Platanthera chlorantha
Verbascum lychnitis
Rubus nutkanus
Reynoutria bohemica
Centrocardita aculeata
Electrogena ujhelyii
Viola stagnina
Verbascum phoeniceum
Saxifraga rotundifolia
Sorghum halepense
Cuscuta lupuliformis
Phylloscopus borealis
Mactra glauca
Neuroterus albipes
Oxalis triangularis
Nicotiana alata
Capsus ater
Rosa corymbifera
Leucorrhinia rubicunda
Lilium martagon
Sonchus arvensis
Dicyphus errans
Eragrostis cilianensis
Rorippa sylvestris
Ceriagrion tenellum
Anas clypeata
Haliaeetus leucocephalus
Berytinus signoreti
Tiphia minuta
Hemichroa australis
Pemphredon rugifer
Anemone blanda
Dittrichia graveolens
Vinca major
Cenchrus longisetus
Knautia arvensis
Sigara fossarum
Lactuca serriola
Andricus grossulariae
Crepis setosa
Baetis vernus
Plagiochila porelloides
Decaisnea insignis
Adonis annua
Closterotomus biclavatus
Betula papyrifera
Dolerus blanki
Alopecurus geniculatus
Symphytum uplandicum
Symphyotrichum dumosum
Ischnus alternator
Rubus insectifolius
Emblethis denticollis
Molgula manhattensis
Trifolium campestre
Jacobaea vulgaris
Dermacentor reticulatus
Trachelospermum jasminoides
Chaenorhinum minus
Lygocoris pabulinus
Agrostis castellana
Neuroterus quercusbaccarum
Rallus aquaticus
Tetrix subulata
Leucanthemum superbum
Apus pallidus
Sisyra terminalis
Oxybelus bipunctatus
Sanicula europaea
Fagopyrum esculentum
Carex lepidocarpa
Narcissus bulbocodium
Chroicocephalus ridibundus
Urocerus gigas
Capraiellus panzeri
Kelisia vittipennis
Carex laevigata
Limnephilus centralis
Helianthus maximiliani
Geranium dissectum
Brachycolus stellariae
Psylla alni
Tinantia pringlei
Arge ustulata
Callinectes sapidus
Harmonia axyridis
Muellerianella brevipennis
Sesleria caerulea
Chrysomus icterocephalus
Geranium pratense
Jaera istri
Amsinckia lycopsoides
Morus nigra
Cotoneaster ambiguus
Phytocoris varipes
Thecla betulae
Hypnum cupressiforme
Aphis verbasci
Cynomys ludovicianus
Platycercus icterotis
Mimesa equestris
Allium sativum
Botrychium lunaria
Nucifraga caryocatactes
Aphis lantanae
Themira minor
Senna obtusifolia
Andrena tibialis
Aruncus dioicus
Coelioxys aurolimbata
Stellaria alsine
Campanula portenschlagiana
Atractotomus magnicornis
Aphis podagrariae
Cerastium brachypetalum
Zygina schneideri
Papaver setigerum
Lasius meridionalis
Macrosiphum rosae
Rhynchospora alba
Anacridium aegyptium
Pamphilius lethierryi
Euphorbia humifusa
Cernuella neglecta
Pecten gerardii
Juglans regia
Graptemys pseudogeographica
Kybos strigilifer
Frankliniella fusca
Sanguisorba officinalis
Osmylus fulvicephalus
Mentha spicata
Dipogon bifasciatus
Miscophus concolor
Cygnus cygnus
Penstemon digitalis
Eragrostis curvula
Lonicera involucrata
Vidua macroura
Lemna trisulca
Silo pallipes
Parna tenella
Nabis ferus
Pandion haliaetus
Obama nungara
Prunus armeniaca
Callitriche truncata
Sigara striata
Myzus ascalonicus
Scorzoneroides autumnalis
Coracias cyanogaster
Polypogon maritimus
Gypsophila repens
Caliroa annulipes
Lemna minuta
Oxybelus uniglumis
Eutanyacra pallidicornis
Solanum viarum
Leuciscus idus
Anaceratagallia venosa
Tragus racemosus
Sisymbrium volgense
Acanthosoma haemorrhoidale
Chrysosplenium alternifolium
Bolboschoenus laticarpus
Bos taurus
Arianta arbustorum
Polygonum aviculare
Anthocoris sarothamni
Dolichocephala irrorata
Persicaria filiformis
Metopius fuscipennis
Nomada succincta
Spinus spinus
Aubrieta deltoidea
Ophrys apifera
Genista anglica
Barbarea intermedia
Lygus gemellatus
Andrena haemorrhoa
Aulacidea subterminalis
Beta vulgaris
Rumex patientia
Lecanactis abietina
Gavia adamsii
Silene conoidea
Thladiantha dubia
Trachurus trachurus
Oenothera glazioviana
Potamogeton lucens
Nemophila menziesii
Macropsis glandacea
Kybos populi
Allium cristophii
Asio flammeus
Polytrichum commune
Raja montagui
Ammobium alatum
Patella pellucida
Andricus quadrilineatus
Amblyjoppa proteus
Fumaria bastardii
Andrena semilaevis
Deraeocoris lutescens
Parus montanus
Anser cygnoides
Phylloscopus ibericus
Odynerus spinipes
Coincya monensis
Sterna paradisaea
Robinia pseudoacacia
Purpura incrassata
Rubus radula
Gerris lateralis
Nomada lathburiana
Artemisia rubripes
Polypodium interjectum × vulgare
Anser erythropus
Ranunculus pensylvanicus
Palomena prasina
Andrena florea
Zygina rubrovittata
Neophilaenus lineatus
Broussonetia papyrifera
Mimumesa beaumonti
Aleyrodes proletella
Nysson trimaculatus
Calcarius lapponicus
Pinus strobus
Luscinia megarhynchos
Mellinus arvensis
Andrena scotica
Asio otus
Colletes cunicularius
Prostemma guttula
Callitriche hamulata
Tulipa gesneriana
Lycium barbarum
Convolvulus tricolor
